timestamp,elapsed_sec,time_sec,predicted_rps,planned_cpu,planned_replicas,action
2026-05-20 21:40:11,2.39,0,92.0,2.0,4,APPLY
2026-05-20 21:40:11,3.5,1,86.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,2,85.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,3,91.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,4,100.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,5,85.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,6,96.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,7,99.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,8,95.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,9,80.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,10,80.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,11,100.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,12,95.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,13,86.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,14,86.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,15,87.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,16,90.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,17,99.0,2.0,4,HOLD
2026-05-20 21:40:11,3.5,18,96.0,2.0,4,HOLD
2026-05-20 21:40:11,4.06,19,80.0,2.0,4,HOLD
2026-05-20 21:40:12,5.06,20,100.0,2.0,4,HOLD
2026-05-20 21:40:13,6.05,21,89.0,2.0,4,HOLD
2026-05-20 21:40:14,7.04,22,85.0,2.0,4,HOLD
2026-05-20 21:40:15,8.03,23,97.0,2.0,4,HOLD
2026-05-20 21:40:16,9.02,24,99.0,2.0,4,HOLD
2026-05-20 21:40:17,10.01,25,89.0,2.0,4,HOLD
2026-05-20 21:40:18,11.01,26,89.0,2.0,4,HOLD
2026-05-20 21:40:19,12.06,27,94.0,2.0,4,HOLD
2026-05-20 21:40:21,13.04,28,92.0,2.5,4,APPLY
2026-05-20 21:40:21,14.02,29,80.0,2.5,4,HOLD
2026-05-20 21:40:22,15.01,30,80.0,2.5,4,HOLD
2026-05-20 21:40:23,16.06,31,100.0,2.5,4,HOLD
2026-05-20 21:40:24,17.05,32,92.0,2.5,4,HOLD
2026-05-20 21:40:25,18.04,33,97.0,2.5,4,HOLD
2026-05-20 21:40:26,19.04,34,81.0,2.5,4,HOLD
2026-05-20 21:40:27,20.03,35,100.0,2.5,4,HOLD
2026-05-20 21:40:28,21.02,36,92.0,2.5,4,HOLD
2026-05-20 21:40:29,22.01,37,89.0,2.5,4,HOLD
2026-05-20 21:40:30,23.0,38,93.0,2.5,4,HOLD
2026-05-20 21:40:31,24.05,39,87.0,2.5,4,HOLD
2026-05-20 21:40:32,25.05,40,97.0,2.5,4,HOLD
2026-05-20 21:40:33,26.04,41,82.0,2.5,4,HOLD
2026-05-20 21:40:34,27.03,42,97.0,2.5,4,HOLD
2026-05-20 21:40:35,28.02,43,97.0,2.5,4,HOLD
2026-05-20 21:40:37,30.11,44,97.0,2.5,4,HOLD
2026-05-20 21:40:37,30.11,45,83.0,2.5,4,HOLD
2026-05-20 21:40:38,31.04,46,81.0,2.5,4,HOLD
2026-05-20 21:40:39,32.03,47,92.0,2.5,4,HOLD
2026-05-20 21:40:40,33.03,48,83.0,2.5,4,HOLD
2026-05-20 21:40:41,34.02,49,98.0,2.5,4,HOLD
2026-05-20 21:40:43,35.02,50,100.0,2.0,4,APPLY
2026-05-20 21:40:43,36.02,51,98.0,2.0,4,HOLD
2026-05-20 21:40:44,37.0,52,91.0,2.0,4,HOLD
2026-05-20 21:40:45,38.06,53,91.0,2.0,4,HOLD
2026-05-20 21:40:46,39.05,54,82.0,2.0,4,HOLD
2026-05-20 21:40:47,40.04,55,87.0,2.0,4,HOLD
2026-05-20 21:40:48,41.03,56,94.0,2.0,4,HOLD
2026-05-20 21:40:49,42.03,57,84.0,2.0,4,HOLD
2026-05-20 21:40:50,43.02,58,91.0,2.0,4,HOLD
2026-05-20 21:40:51,44.01,59,94.0,2.0,4,HOLD
